id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
vndb-c97648,vndb,12,13,,,メリム・ツェール,Merim Tser,,女,,,Galgame,Galgame,ランス・クエスト,兰斯8,2011,Galgame,"[{""t"":""ランス・クエスト"",""cn"":""兰斯8"",""ty"":""Galgame"",""y"":2011,""pop"":1656},{""t"":""ランス IV　－教団の遺産－"",""cn"":"""",""ty"":""Galgame"",""y"":1993,""pop"":1370},{""t"":""Rance Ⅹ -決戦-"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":1204}]","Merim Tser is the younger daughter of the Tser family and the long-lost little sister of Captain Ruberan. Born into a poor household in the economically unstable Helman Empire, her parents were unable to sustain the entire family and Merim…",1656,0,1656,0,,https://t.vndb.org/ch/28/119128.jpg,https://t.vndb.org/ch/28/119128.jpg,,#807160 #b6a992 #473f40 #f2dcc3 #ffffff,Brown Long Teen Slim Pale Doggy Style Violet Mini-dress Glasses Hat,,,https://vndb.org/c97648,
al126031,anilist,2,29,,,旧多二福,Nimura Furuta,,男,AB,20-25,动画|漫画,动画,東京喰種-トーキョーグール-:re,东京喰种:re,2018,动画,"[{""t"":""東京喰種-トーキョーグール-:re"",""cn"":""东京喰种:re"",""ty"":""动画"",""y"":2018,""pop"":307841},{""t"":""東京喰種-トーキョーグール-:re 2"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":237376},{""t"":""東京喰種 トーキョーグール"",""cn"":""东京喰种"",""ty"":""漫画"",""y"":2011,""pop"":196324},{""t"":""東京喰種-トーキョーグール-:re"",""cn"":""东京喰种:re"",""ty"":""漫画"",""y"":2014,""pop"":104047}]",175 cm ~! Rinkaku!~ ~!Kichimura Washuu is the primary antagonist of the Tokyo Ghoul series and the former Bureau Director of the CCG.,1650,1650,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b126031-3tBpl6tvYwaZ.png,https://s4.anilist.co/file/anilistcdn/character/medium/b126031-3tBpl6tvYwaZ.png,,,,https://anilist.co/character/126031,,,
al41069,anilist,4,17,,,阪本,Sakamoto,Taisho,,,,动画|漫画,动画,日常,,2011,动画,"[{""t"":""日常"",""cn"":"""",""ty"":""动画"",""y"":2011,""pop"":240795},{""t"":""日常の0話"",""cn"":"""",""ty"":""动画"",""y"":2011,""pop"":28887},{""t"":""日常"",""cn"":"""",""ty"":""漫画"",""y"":2006,""pop"":16981},{""t"":""ヘルベチカスタンダード"",""cn"":"""",""ty"":""漫画"",""y"":2011,""pop"":2231},{""t"":""無限正月"",""cn"":"""",""ty"":""动画"",""y"":2021,""pop"":792}]","A black cat who wears a scarf created by the [Professor](//anilist.co/character/41055), which allows him to speak. Being technically older than both [Nano](//anilist.co/character/10422) and the Professor, he speaks in a condescending tone t…",1644,1644,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b41069-x6vyw7EIn1ET.png,https://s4.anilist.co/file/anilistcdn/character/medium/b41069-x6vyw7EIn1ET.png,,,,https://anilist.co/character/41069,,,
al130944,anilist,5,5,,,由​​​​​​​​​​​​​​崎​​​​​​​星​​​​​​​​​​​​空,Nasa Yuzaki,Dear / Fufu,男,A,18,动画|漫画,动画,トニカクカワイイ,总之就是非常可爱,2020,动画,"[{""t"":""トニカクカワイイ"",""cn"":""总之就是非常可爱"",""ty"":""动画"",""y"":2020,""pop"":246470},{""t"":""トニカクカワイイ（シーズン2）"",""cn"":"""",""ty"":""动画"",""y"":2023,""pop"":92840},{""t"":""トニカクカワイイ ～SNS～"",""cn"":""总之就是非常可爱 ～SNS～"",""ty"":""动画"",""y"":2021,""pop"":64015},{""t"":""トニカクカワイイ ～制服～"",""cn"":""总之就是非常可爱 ～制服～"",""ty"":""动画"",""y"":2022,""pop"":42089},{""t"":""トニカクカワイイ"",""cn"":""总之就是非常可爱"",""ty"":""漫画"",""y"":2018,""pop"":41494},{""t"":""トニカクカワイイ 女子高編"",""cn"":""总之就是非常可爱 女子高中篇"",""ty"":""动画"",""y"":2023,""pop"":31101}]","169.5 cm Math, Physics, Finances Kindhearted, charismatic, and intelligent, albeit only in certain areas. Nasa Yuzaki decided he had no need for a high school education, and, well, he was mostly right.",1641,1641,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b130944-Bi9EfjnNO3LT.png,https://s4.anilist.co/file/anilistcdn/character/medium/b130944-Bi9EfjnNO3LT.png,,,,https://anilist.co/character/130944,,,
al88407,anilist,4,7,,,亜門鋼太朗,Koutarou Amon,,男,A,"26",动画|漫画,动画,東京喰種 トーキョーグール,东京喰种,2014,动画,"[{""t"":""東京喰種 トーキョーグール"",""cn"":""东京喰种"",""ty"":""动画"",""y"":2014,""pop"":739775},{""t"":""東京喰種[トーキョーグール]√A"",""cn"":""东京喰种√A"",""ty"":""动画"",""y"":2015,""pop"":406723},{""t"":""東京喰種-トーキョーグール-:re"",""cn"":""东京喰种:re"",""ty"":""动画"",""y"":2018,""pop"":307841},{""t"":""東京喰種-トーキョーグール-:re 2"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":237376},{""t"":""東京喰種 トーキョーグール"",""cn"":""东京喰种"",""ty"":""漫画"",""y"":2011,""pop"":196324},{""t"":""東京喰種-トーキョーグール-:re"",""cn"":""东京喰种:re"",""ty"":""漫画"",""y"":2014,""pop"":104047}]","191 cm (6'3"") A first class police investigator who investigates Ghouls, also known as a Dove. He comes to the 20th ward with his mentor, [Mado Kureo](//anilist.co/character/88423), to investigate Ghoul incidents in the area.",1638,1638,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b88407-YwE6D75Xskxl.png,https://s4.anilist.co/file/anilistcdn/character/medium/b88407-YwE6D75Xskxl.png,,,,https://anilist.co/character/88407,,,
al272241,anilist,8,21,,,夏沢朔,Saku Natsusawa,,男,A,16,动画|漫画,动画,薫る花は凛と咲く,薰香花朵凛然绽放,2025,动画,"[{""t"":""薫る花は凛と咲く"",""cn"":""薰香花朵凛然绽放"",""ty"":""动画"",""y"":2025,""pop"":209340},{""t"":""薫る花は凛と咲く"",""cn"":""薰香花朵凛然绽放"",""ty"":""漫画"",""y"":2021,""pop"":79074}]","A student at Chidori High and a close friend of [Rintarou's](//anilist.co/character/268677/Rintarou-Tsumugi), alongside [Shouhei](//anilist.co/character/272240/Shohei-Usami) and [Ayato](//anilist.co/character/272243/Ayato-Yorita).",1635,1635,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b272241-6NHTwQDIUXQk.png,https://s4.anilist.co/file/anilistcdn/character/medium/b272241-6NHTwQDIUXQk.png,,,,https://anilist.co/character/272241,,,
al84777,anilist,3,1,,,하유리자하드,Yuri Ha Jahad,ユリ・ザハード / Yuri Jahad / Ha Yuri Zahard / Violent Turtle,女,,,动画|漫画,动画,神之塔 -Tower of God-,神之塔,2020,动画,"[{""t"":""神之塔 -Tower of God-"",""cn"":""神之塔"",""ty"":""动画"",""y"":2020,""pop"":335626},{""t"":""神之塔 -Tower of God- 第2期"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":122847},{""t"":""신의 탑"",""cn"":""神之塔"",""ty"":""漫画"",""y"":2010,""pop"":99905}]","Ha Yuri Jahad, more commonly known as Yu​ri Jahad (lacking her family name), is a High Ranker and Princess from the Ha Family.",1633,1633,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b84777-xeZZ3a9YM2Cn.png,https://s4.anilist.co/file/anilistcdn/character/medium/b84777-xeZZ3a9YM2Cn.png,,,,https://anilist.co/character/84777,,,
al180694,anilist,4,12,,,市川レノ,Reno Ichikawa,Leno,男,,18,动画|漫画,动画,怪獣８号,,2024,动画,"[{""t"":""怪獣８号"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":282435},{""t"":""怪獣８号 第２期"",""cn"":"""",""ty"":""动画"",""y"":2025,""pop"":154504},{""t"":""怪獣８号"",""cn"":"""",""ty"":""漫画"",""y"":2020,""pop"":106282},{""t"":""怪獣8号 第1期総集編"",""cn"":""怪兽8号 第一季总集篇"",""ty"":""动画"",""y"":2025,""pop"":26161},{""t"":""怪獣8号 保科の休日"",""cn"":""怪兽8号 保科的假期"",""ty"":""动画"",""y"":2025,""pop"":23498},{""t"":""怪獣８号 完結編"",""cn"":"""",""ty"":""动画"",""y"":"""",""pop"":12471}]","He briefly worked at Monster Sweeper Inc, where he met and befriended [Kafka Hibino](//anilist.co/character/180692/Hibino-Kafka). After witnessing Kafka's transformation, Reno helped him enter the Defense Force and joined with him.",1633,1633,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b180694-Q0Ocr4aqBu4k.png,https://s4.anilist.co/file/anilistcdn/character/medium/b180694-Q0Ocr4aqBu4k.png,,,,https://anilist.co/character/180694,,,
al130712,anilist,3,27,,,秋樽桜備,Akitaru Oubi,Bodybuilding Gorilla,男,B,31,动画|漫画,动画,炎炎ノ消防隊,炎炎消防队,2019,动画,"[{""t"":""炎炎ノ消防隊"",""cn"":""炎炎消防队"",""ty"":""动画"",""y"":2019,""pop"":483496},{""t"":""炎炎ノ消防隊 弐ノ章"",""cn"":""炎炎消防队 二之章"",""ty"":""动画"",""y"":2020,""pop"":300881},{""t"":""炎炎ノ消防隊 参ノ章"",""cn"":""炎炎消防队 叁之章"",""ty"":""动画"",""y"":2025,""pop"":130164},{""t"":""炎炎ノ消防隊 参ノ章 第2クール"",""cn"":""炎炎消防队 叁之章 第2部分"",""ty"":""动画"",""y"":2026,""pop"":88814},{""t"":""炎炎ノ消防隊"",""cn"":""炎炎消防队"",""ty"":""漫画"",""y"":2015,""pop"":66020},{""t"":""炎炎ノ消防隊ミニアニメ"",""cn"":""炎炎消防队 迷你动画"",""ty"":""动画"",""y"":2021,""pop"":3778}]","189 cm (6'2"") Special Fire Force Company 8 Captain The popular and charismatic leader of the newly established Company 8. His goal is to investigate the other companies and uncover the truth about spontaneous human combustion.",1630,1630,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b130712-N38fiCh2y0CX.png,https://s4.anilist.co/file/anilistcdn/character/medium/b130712-N38fiCh2y0CX.png,,,,https://anilist.co/character/130712,,,
vndb-c35176,vndb,1,16,,,天ノ川 沙夜,Amanogawa Saya,Albireo Princess / Commuter Wife / 通い妻ちゃん,女,A,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","A pretty girl with two different colored eyes, one a brilliant blue, and the other a yellow-orange. After seeing how she dutifully brings things for Akito when he starts sleeping in the astronomy club room, the other students begin calling…",1628,0,1628,0,,https://t.vndb.org/ch/56/53756.jpg,https://t.vndb.org/ch/56/53756.jpg,,#3a375d #939ca8 #c6c3c9 #e6e0df #f4f3f2 #fffffe,White Waist Length+ Straight Teen Slim Pale School Uniform Missionary Doggy Style Cowgirl,,,https://vndb.org/c35176,
vndb-c40128,vndb,2,1,,,山田 陽南,Yamada Hinami,Hinamin,女,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]",Korona's friend who's quite eccentric. To this day Akito and the others still don't know what she's thinking. She's interested in astronomy.,1628,0,1628,0,,https://t.vndb.org/ch/12/53912.jpg,https://t.vndb.org/ch/12/53912.jpg,,#5b3e36 #a8b5c1 #eeddcb #837d84 #eaeced #ffffff,Blue Ahoge Twin Tails Long Teen Slim Pale School Uniform Sweater Virgin Sex,,,https://vndb.org/c40128,
vndb-c35177,vndb,3,14,,,白鳥 織姫,Shiratori Orihime,Hime / 姫さん / 姫ちゃん,女,O,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","A senior at a private escalator school, Tall and curvy, at a glance she’s a picture of beauty. Compared to clubs at other schools, the astronomy club at Orihime’s school is active and has alot of supplies.",1628,0,1628,0,,https://t.vndb.org/ch/59/53759.jpg,https://t.vndb.org/ch/59/53759.jpg,,#51828f #2a3447 #b2a09a #e7d8c5 #ebeced #ffffff,Black Blue Waist Length+ Wavy Teen Slim Pale School Uniform Sweater Hard Worker,,,https://vndb.org/c35177,
vndb-c39194,vndb,3,22,,,早乙女 美晴,Saotome Miharu,,女,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","Akito and his others' former homeroom teacher. A pretty, young teacher who was gentle, but firm. They thought she was the perfect teacher. However, that's all in the past.",1628,0,1628,0,,https://t.vndb.org/ch/60/53760.jpg,https://t.vndb.org/ch/60/53760.jpg,,#4d3a3e #a29295 #f5e1ce #d1c1c4 #f4f2ef #ffffff,Brown Ponytail Waist Length+ Straight Brown Slim Pale Sweater Trousers Missionary,,,https://vndb.org/c39194,
vndb-c41560,vndb,4,30,,,川中島,Kawanakajima,,男,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541}]",A student at an all-boys' school who loves astronomical poems. He takes the place of Tajiri as Club President after he graduates.,1628,0,1628,0,,https://t.vndb.org/ch/14/53914.jpg,https://t.vndb.org/ch/14/53914.jpg,,#a56361 #dfbda2 #f6e5c5 #363434 #ffffff,Blond Brown Short Straight Teen Slim Pale Grey Ore Outgoing,,,https://vndb.org/c41560,
vndb-c39196,vndb,5,7,,,加納 紀子,Kanou Noriko,,女,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","Hikari's senpai, and the astronomy club president at Tennochu Academy. Since she's has no astronomy club or any older members to teacher, she has not done any astronomical observations.",1628,0,1628,0,,https://t.vndb.org/ch/11/53911.jpg,https://t.vndb.org/ch/11/53911.jpg,,#645152 #b3a5a8 #eee6dc #cfc9ce #f6f6f6 #ffffff,Brown Ahoge Twin Tails Long Straight Brown Teen Slim Pale School Uniform,,,https://vndb.org/c39196,
vndb-c39197,vndb,5,28,,,陣野 鳴枝,Jinno Narue,,女,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","Amanonakanishi's Earth Science Club's president. Since Astronomy is considered a part of Earth Science, Amanokonakanishi's Earth Science Club ends up only doing astronomy.",1628,0,1628,0,,https://t.vndb.org/ch/10/53910.jpg,https://t.vndb.org/ch/10/53910.jpg,,#324c50 #79878d #eeddcb #b4b7ba #ededf0 #ffffff,Ponytail Long Curtained Straight Green Teen Slim Pale School Uniform Green,,,https://vndb.org/c39197,
vndb-c39195,vndb,7,16,,,吉岡 帆乃香,Yoshioka Honoka,ほのほの / Yoshi-yoshi,女,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","A first-year student at Meikou Academy, who takes over the position of astronomy club president from Orihime. When the astronomy clubs gather in Hoshinonaka City to form the 6 Stars Club, she takes the position of Orihime's secretary-like a…",1628,0,1628,0,,https://t.vndb.org/ch/61/53761.jpg,https://t.vndb.org/ch/61/53761.jpg,,#496578 #a1899c #cdb7b5 #f1e3cc #ffffff,Violet Shoulder-length Straight Teen Slim Pale School Uniform Hard Worker Virgin Sex Violet,,,https://vndb.org/c39195,
vndb-c35175,vndb,8,20,,,箒星 ひかり,Houkiboshi Hikari,ぴかりん / Pikarin,女,O,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","Akito's childhood friend who suddenly appeared back in his life like a comet sweeping back on its orbit. Hikari, Akito, and Saya always used to stargaze together at the secret observatory.",1628,0,1628,0,,https://t.vndb.org/ch/55/53755.jpg,https://t.vndb.org/ch/55/53755.jpg,,#c4535a #462736 #c7b5bc #e5dcd9 #f4f3f3 #ffffff,Red Twin Tails Waist Length+ Straight Teen Slim Pale School Uniform Sweater Doggy Style,,,https://vndb.org/c35175,
vndb-c35363,vndb,9,3,,,日下部 ころな,Kusakabe Korona,メローペ / Merope,女,AB,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","One year younger than Akito and the others, nothing quite seems to go her way. She thought Hikari was nice and had a crush on Akito. She wanted to be a part of their group, but she was too young.",1628,0,1628,0,,https://t.vndb.org/ch/57/53757.jpg,https://t.vndb.org/ch/57/53757.jpg,,#9a5f4f #c99e89 #e2cfc6 #ebe6e2 #f7f7f7 #ffffff,Blue Shoulder-length Straight Teen Slim Pale School Uniform Hard Worker Doggy Style Cowgirl,,,https://vndb.org/c35363,
vndb-c36076,vndb,10,1,,,宙見 暁斗,Sorami Akito,Aki / Aki-nii / Akky,男,B,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","A member of the astronomy club, but unwilling to look at the sky. For that reason, he’s called the astronomer who never looks at the stars. The only reason why he joined the club was so he could use the club room as a place to sleep.",1628,0,1628,0,,https://t.vndb.org/ch/96/50496.jpg,https://t.vndb.org/ch/96/50496.jpg,,#0f2541 #1f3467 #171a24 #3c3342 #7b616b #c0a1a3,Brown Short Straight Brown Teen Slim Pale School Uniform Orphan Cunnilingus,,,https://vndb.org/c36076,
vndb-c41561,vndb,10,25,,,田尻 啓介,Tajiri Keisuke,,男,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541}]",The president of Morumisawa Boys Academy astronomical club.,1628,0,1628,0,,https://t.vndb.org/ch/16/53916.jpg,https://t.vndb.org/ch/16/53916.jpg,,#f4dbb9 #a89991 #343536 #ffffff,Black Short Straight Brown Teen Pale Muscular Coat Boku Student Club President,,,https://vndb.org/c41561,
vndb-c41559,vndb,11,3,,,豊田,Toyoda,,男,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541}]",A quiet junior taking the place of Club President from Narue after she graduated.,1628,0,1628,0,,https://t.vndb.org/ch/13/53913.jpg,https://t.vndb.org/ch/13/53913.jpg,,#f1d5b5 #403f49 #a5aaae #d0d0d9 #f1efec #ffffff,Black Short Straight Teen Slim Pale School Uniform Glasses Necktie Boku,,,https://vndb.org/c41559,
vndb-c41551,vndb,12,12,,,日下部 武一,Kusakabe Takeichi,,男,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]","Akito's childhood friend and also his best friend. In the past, he used to be a bully, but when he met with Akito and the others, he apologized for his deeds and became friends with them. Also a member of the basketball club.",1628,0,1628,0,,https://t.vndb.org/ch/09/53909.jpg,https://t.vndb.org/ch/09/53909.jpg,,#b1826d #604038 #d8bdab #f0e2d3 #f3f0ef #ffffff,Curtained Short Teen Slim Pale School Uniform Sweater Proactive Amber Necktie,,,https://vndb.org/c41551,
al6866,anilist,2,2,,,キキ,Kiki,,女,,13,动画,动画,魔女の宅急便,,1989,动画,"[{""t"":""魔女の宅急便"",""cn"":"""",""ty"":""动画"",""y"":1989,""pop"":186579},{""t"":""HUNGRY DAYS　アオハルかよ。"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":3093}]","A thirteen-year-old apprentice witch, leaving her home village to spend a year on her own. She has no visible magical abilities other than communicating with her cat and broom-flying (at which she is still a novice).",1626,1626,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b6866-Fe38ZMNvevnF.png,https://s4.anilist.co/file/anilistcdn/character/medium/b6866-Fe38ZMNvevnF.png,,,,https://anilist.co/character/6866,,,
al7453,anilist,2,9,,,バーソロミュー・くま,Kuma Bartholomew,PX-0 / Tyrant,男,X,45,动画|漫画,动画,ONE PIECE,航海王,1999,动画,"[{""t"":""ONE PIECE"",""cn"":""航海王"",""ty"":""动画"",""y"":1999,""pop"":750384},{""t"":""ONE PIECE"",""cn"":""航海王"",""ty"":""漫画"",""y"":1997,""pop"":232766},{""t"":""ONE PIECE FAN LETTER"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":58152},{""t"":""ONE PIECE “3D2Y” エースの死を越えて! ルフィ仲間との誓い"",""cn"":"""",""ty"":""动画"",""y"":2014,""pop"":23907},{""t"":""HUNGRY DAYS　アオハルかよ。"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":3093},{""t"":""ONE PIECE×可哀想に！～この帽子を お前に預ける～"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":772}]","689 cm (22'7"") Seven Warlords of the Sea ~!Slavery (former); Revolutionary Army (former); Sorbet Kingdom (former)!~ Nikyu Nikyu no Mi (Paw-Paw Fruit) Paramecia ~!296,000,000!~ A formerly brutal pirate with a former bounty of 296 million ber…",1623,1623,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b7453-c3MArieFBs9w.png,https://s4.anilist.co/file/anilistcdn/character/medium/b7453-c3MArieFBs9w.png,,,,https://anilist.co/character/7453,,,
al195123,anilist,7,7,,,南城虎次郎,Kojirou Nanjou,Joe (ジョー),男,,,动画|漫画,动画,SK∞ エスケーエイト,无限滑板,2021,动画,"[{""t"":""SK∞ エスケーエイト"",""cn"":""无限滑板"",""ty"":""动画"",""y"":2021,""pop"":235285},{""t"":""SK∞ エスケーエイト EXTRA PART"",""cn"":"""",""ty"":""动画"",""y"":2025,""pop"":24217},{""t"":""SK∞ エスケーエイト"",""cn"":""无限滑板"",""ty"":""漫画"",""y"":2021,""pop"":5837},{""t"":""SK∞ エスケーエイト チルアウト！"",""cn"":"""",""ty"":""漫画"",""y"":2021,""pop"":1598}]","189 cm Cooking Sialaluce (restaurant) He is a skilled skater and a founding member of ""S"", he uses his unique build and status to skate in an aggressive, movement-oriented manner.",1623,1623,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b195123-n5AYNVIBfg5Z.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b195123-n5AYNVIBfg5Z.jpg,,,,https://anilist.co/character/195123,,,
al249404,anilist,12,1,,,モニカ・エヴァレット,Monica Everett,Silent Witch / Monica Norton,女,,16-,动画|漫画|轻小说,动画,サイレント・ウィッチ 沈黙の魔女の隠しごと,,2025,动画,"[{""t"":""サイレント・ウィッチ 沈黙の魔女の隠しごと"",""cn"":"""",""ty"":""动画"",""y"":2025,""pop"":94737},{""t"":""サイレント・ウィッチ　沈黙の魔女の隠しごと"",""cn"":"""",""ty"":""漫画"",""y"":2021,""pop"":4268},{""t"":""サイレント・ウィッチ　沈黙の魔女の隠しごと"",""cn"":"""",""ty"":""轻小说"",""y"":2021,""pop"":3049},{""t"":""サイレント・ウィッチ　沈黙の魔女の隠しごと -another-"",""cn"":"""",""ty"":""轻小说"",""y"":2023,""pop"":250}]","Monica Everett is famously known as the Silent Witch for being the only human capable of casting spells without chanting. Exceedingly shy, she had trouble conversing with others; and in the worst cases, faints when meeting strangers.",1622,1622,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b249404-uARpApyHxD9A.png,https://s4.anilist.co/file/anilistcdn/character/medium/b249404-uARpApyHxD9A.png,,,,https://anilist.co/character/249404,,,
